T,$\sigma$,V
780.0,900.0,-2041701708734.3237
780.0,915.0,-2028083726654.69
780.0,930.0,-2014417634299.439
780.0,945.0,-2000707885908.3037
780.0,960.0,-1986958845492.962
780.0,975.0,-1970008034290.0906
780.0,990.0,-1959359892032.3455
795.0,0.0,-2780816430451.919
795.0,15.0,-2780616487936.0312
795.0,30.0,-2780017258486.1133
795.0,45.0,-2779020277408.377
795.0,60.0,-2777627776681.384
795.0,75.0,-2775842565062.163
795.0,90.0,-2773667946370.881
795.0,105.0,-2771107657124.1807
795.0,120.0,-2768165816102.9717
795.0,135.0,-2764846882072.367
795.0,150.0,-2761155617453.088
795.0,165.0,-2757097056542.6562
795.0,180.0,-2752676477334.206
795.0,195.0,-2747899376258.91
795.0,210.0,-2742771445367.5215
795.0,225.0,-2737298551557.289
795.0,240.0,-2731486717565.882
795.0,255.0,-2725342104507.302
795.0,270.0,-2718870995734.172
795.0,285.0,-2712079781917.259
795.0,300.0,-2704974947176.7666
795.0,315.0,-2697563056183.1895
795.0,330.0,-2689850742125.409
795.0,345.0,-2681844695478.7354
795.0,360.0,-2673551653491.999
795.0,375.0,-2664978390352.6953
795.0,390.0,-2656131707968.0557
795.0,405.0,-2647018427314.6006
795.0,420.0,-2637645380334.1084
795.0,435.0,-2628019402310.8086
795.0,450.0,-2618147324728.62
795.0,465.0,-2608035968559.5127
795.0,480.0,-2597692137962.7695
795.0,495.0,-2587122614371.41
795.0,510.0,-2576334150945.42
795.0,525.0,-2565328261546.1367
795.0,540.0,-2554121937287.872
795.0,555.0,-2542716709826.3857
795.0,570.0,-2531119170377.3936
795.0,585.0,-2519335858959.3916
795.0,600.0,-2507373260669.204
795.0,615.0,-2495237802194.6523
795.0,630.0,-2482935848577.9307
795.0,645.0,-2470473700208.245
795.0,660.0,-2457857590015.254
795.0,675.0,-2445093680886.785
795.0,690.0,-2432188063285.3623
795.0,705.0,-2419146753035.1094
795.0,720.0,-2405975689304.7227
795.0,735.0,-2392680732758.6226
795.0,750.0,-2379267663867.2334
795.0,765.0,-2365833307282.5933
795.0,780.0,-2352109900934.084
795.0,795.0,-2338376353831.4688
795.0,810.0,-2324546985926.882
795.0,825.0,-2310627156647.785
795.0,840.0,-2296622138153.786
795.0,855.0,-2282537114599.491
795.0,870.0,-2268377181514.9937
795.0,885.0,-2254147345293.666
795.0,900.0,-2239852522779.0103
795.0,915.0,-2225497540948.511
795.0,930.0,-2211096042248.325
795.0,945.0,-2196635035841.4712
795.0,960.0,-2182127812586.599
795.0,975.0,-2167578838630.0718
795.0,990.0,-2152992489978.9553
810.0,0.0,-3016572380812.894
810.0,15.0,-3016364818634.07
810.0,30.0,-3015742732784.054
810.0,45.0,-3014707666330.9414
810.0,60.0,-3013261864186.5146
810.0,75.0,-3011408153196.1465
810.0,90.0,-3009149860411.3765
810.0,105.0,-3006490750703.0654
810.0,120.0,-3003434976305.1387
810.0,135.0,-2999987034507.398
810.0,150.0,-2996177532989.1064
810.0,165.0,-2991959980450.664
810.0,180.0,-2987365483653.5674
810.0,195.0,-2982399597475.1133
810.0,210.0,-2977068077277.5503
810.0,225.0,-2971376858089.8384
810.0,240.0,-2965332035544.85
810.0,255.0,-2958939848349.0156
810.0,270.0,-2952206662092.1597
810.0,285.0,-2945138954251.7915
810.0,300.0,-2937743300260.7456
810.0,315.0,-2930026360531.383
810.0,330.0,-2921994868348.9116
810.0,345.0,-2913655618558.1416
810.0,360.0,-2905015456971.0596
810.0,375.0,-2896081270448.5938
810.0,390.0,-2886859977587.878
810.0,405.0,-2877358519989.948
810.0,420.0,-2867583854054.947
810.0,435.0,-2857542943274.646
810.0,450.0,-2847242747916.299
810.0,465.0,-2840896898691.3423
810.0,480.0,-2830208706314.8823
810.0,495.0,-2814855972903.05
810.0,510.0,-2803588057980.707
810.0,525.0,-2792095448377.7964
810.0,540.0,-2780384980066.9126
810.0,555.0,-2768463445983.5938
810.0,570.0,-2756337594684.218
810.0,585.0,-2744014126237.0425
810.0,600.0,-2731499688382.3076
810.0,615.0,-2718800872943.6797
810.0,630.0,-2705924212471.5146
810.0,645.0,-2692876177124.698
810.0,660.0,-2679663171764.0986
810.0,675.0,-2666291533250.4136
810.0,690.0,-2652767527941.833
810.0,705.0,-2639097349389.9116
810.0,720.0,-2625287116194.2554
810.0,735.0,-2611342870052.529
810.0,750.0,-2597270573957.7695
810.0,765.0,-2583076110561.803
810.0,780.0,-2568765280682.823
810.0,795.0,-2554343801964.2437
810.0,810.0,-2539817307656.739
810.0,825.0,-2525191345548.7725
810.0,840.0,-2510471377002.412
810.0,855.0,-2495662776123.235
810.0,870.0,-2480770829036.0005
810.0,885.0,-2465800733275.242
810.0,900.0,-2450757597267.5854
810.0,915.0,-2435646439925.6333
810.0,930.0,-2420472190325.1025
810.0,945.0,-2405239687482.622
810.0,960.0,-2389953680207.535
810.0,975.0,-2374618827039.2065
810.0,990.0,-2359239696262.456
825.0,0.0,-3266182561722.7036
825.0,15.0,-3265967240263.4116
825.0,30.0,-3265321879112.7144
825.0,45.0,-3264248028959.93
825.0,60.0,-3262747947408.855
825.0,75.0,-3260824479062.4414
825.0,90.0,-3258480973777.379
825.0,105.0,-3255721224260.21
825.0,120.0,-3252549415587.351
825.0,135.0,-3248970082873.5737
825.0,150.0,-3244988074878.44
825.0,165.0,-3240608522156.91
825.0,180.0,-3235836808802.018
825.0,195.0,-3230678547098.7197
825.0,210.0,-3225139554613.3125
825.0,225.0,-3219225833317.401
825.0,240.0,-3212943550475.138
825.0,255.0,-3206299021056.713
825.0,270.0,-3199298691492.114
825.0,285.0,-3191949124605.713
825.0,300.0,-3184256985621.021
825.0,315.0,-3176229029114.796
825.0,330.0,-3167872086841.2876
825.0,345.0,-3159193056336.7007
825.0,360.0,-3150198890260.1636
825.0,375.0,-3140896586380.7866
825.0,390.0,-3131293178190.95
825.0,405.0,-3121395726090.527
825.0,420.0,-3111211309084.021
825.0,435.0,-3100747016988.92
825.0,450.0,-3090009943102.3794
825.0,465.0,-3079007177287.3115
825.0,480.0,-3067745799484.9307
825.0,495.0,-3056232873599.1934
825.0,510.0,-3044475441744.706
825.0,525.0,-3032480518841.2734
825.0,540.0,-3020255087524.7124
825.0,555.0,-3007806093374.0845
825.0,570.0,-2995140440419.174
825.0,585.0,-2982264986933.365
825.0,600.0,-2969186541489.393
825.0,615.0,-2955911859258.988
825.0,630.0,-2942447638555.435
825.0,645.0,-2928800517603.954
825.0,660.0,-2914977071535.2915
825.0,675.0,-2900983809566.488
825.0,690.0,-2886827172401.447
825.0,705.0,-2872513529807.1396
825.0,720.0,-2858049178379.676
825.0,735.0,-2843440339467.5586
825.0,750.0,-2828693157277.621
825.0,765.0,-2813813697128.617
825.0,780.0,-2798807943850.4487
825.0,795.0,-2783681800339.6133
825.0,810.0,-2768441086243.5317
825.0,825.0,-2753091536780.519
825.0,840.0,-2737638801682.077
825.0,855.0,-2722088444253.7847
825.0,870.0,-2706445940561.9287
825.0,885.0,-2690716678712.61
825.0,900.0,-2674905958247.828
825.0,915.0,-2659018989644.1533
825.0,930.0,-2643060893889.224
825.0,945.0,-2627036702168.0474
825.0,960.0,-2610951355628.2734
825.0,975.0,-2594809705221.9
825.0,990.0,-2578616511645.468
840.0,0.0,-3530093803031.3228
840.0,15.0,-3529870578492.2676
840.0,30.0,-3529201510597.1143
840.0,45.0,-3528088157516.843
840.0,60.0,-3526532789325.107
840.0,75.0,-3524538268060.616
840.0,90.0,-3522107965979.256
840.0,105.0,-3519245703124.653
840.0,120.0,-3515955696834.9546
840.0,135.0,-3512242519379.3145
840.0,150.0,-3508111061539.7295
840.0,165.0,-3503566500726.384
840.0,180.0,-3498614272684.5493
840.0,195.0,-3493260046113.8013
840.0,210.0,-3487509699704.209
840.0,225.0,-3481369301221.1836
840.0,240.0,-3474845088344.2827
840.0,255.0,-3467943451020.6553
840.0,270.0,-3460670915162.0977
840.0,285.0,-3453034127528.8984
840.0,300.0,-3445039841661.3955
840.0,315.0,-3436694904772.2036
840.0,330.0,-3428006245504.3687
840.0,345.0,-3418980862460.3647
840.0,360.0,-3409625813468.9297
840.0,375.0,-3399948205496.8545
840.0,390.0,-3389955185187.1187
840.0,405.0,-3379653929951.2563
840.0,420.0,-3369051639594.9644
840.0,435.0,-3358155528429.682
840.0,450.0,-3346972817858.5923
840.0,465.0,-3335510729370.9434
840.0,480.0,-3323776477960.1514
840.0,495.0,-3311777265923.7383
840.0,510.0,-3299520277006.853
840.0,525.0,-3287012670902.1807
840.0,540.0,-3274261578072.9575
840.0,555.0,-3261274094866.8853
840.0,570.0,-3248057278939.9277
840.0,585.0,-3234618144939.8677
840.0,600.0,-3220963660456.7485
840.0,615.0,-3207100742231.5713
840.0,630.0,-3193036252591.8584
840.0,645.0,-3178776996118.908
840.0,660.0,-3164329716532.311
840.0,675.0,-3149701093777.977
840.0,690.0,-3134897741324.877
840.0,705.0,-3119926203627.1094
840.0,720.0,-3104792953796.3154
840.0,735.0,-3089504391417.941
840.0,750.0,-3074066840559.8174
840.0,765.0,-3058486547911.3994
840.0,780.0,-3042769681096.0366
840.0,795.0,-3026922327116.126
840.0,810.0,-3010950490941.495
840.0,825.0,-2994860094219.868
840.0,840.0,-2978656974136.2197
840.0,855.0,-2962346882364.65
840.0,870.0,-2945935484156.1455
840.0,885.0,-2929428357533.544
840.0,900.0,-2912830992583.711
840.0,915.0,-2896148790860.218
840.0,930.0,-2879387064878.151
840.0,945.0,-2862551037703.257
840.0,960.0,-2845645842621.1396
840.0,975.0,-2828676522910.859
840.0,990.0,-2811648031672.151
855.0,0.0,-3808865712822.707
855.0,15.0,-3808634442798.6196
855.0,30.0,-3807941240899.308
855.0,45.0,-3806787672647.702
855.0,60.0,-3805176020360.2686
855.0,75.0,-3803109163208.938
855.0,90.0,-3800590495451.659
855.0,105.0,-3797623863992.257
855.0,120.0,-3794213517863.978
855.0,135.0,-3790364065840.1274
855.0,150.0,-3786080439998.7964
855.0,165.0,-3781367863793.414
855.0,180.0,-3776231823735.293
855.0,195.0,-3770678043968.989
855.0,210.0,-3764712463271.3887
855.0,225.0,-3758341214095.6914
855.0,240.0,-3751570603350.7563
855.0,255.0,-3744407094713.738
855.0,270.0,-3736857292273.7397
855.0,285.0,-3728927925351.1987
855.0,300.0,-3720625834376.624
855.0,315.0,-3711957957715.8213
855.0,330.0,-3702931319364.086
855.0,345.0,-3693553017412.622
855.0,360.0,-3683830213231.307
855.0,375.0,-3673770121324.045
855.0,390.0,-3663379999776.626
855.0,405.0,-3652667141280.467
855.0,420.0,-3641638864676.2607
855.0,435.0,-3630302506985.42
855.0,450.0,-3618665415901.3516
855.0,465.0,-3606734942719.056
855.0,480.0,-3594518435645.4907
855.0,495.0,-3582023233517.6953
855.0,510.0,-3569256659861.01
855.0,525.0,-3556226017294.557
855.0,540.0,-3542938582250.3296
855.0,555.0,-3529401600015.3647
855.0,570.0,-3515622280033.362
855.0,585.0,-3501607791510.8726
855.0,600.0,-3487365259272.251
855.0,615.0,-3472901759852.494
855.0,630.0,-3458224317849.616
855.0,645.0,-3443339902493.4087
855.0,660.0,-3428255424418.3994
855.0,675.0,-3412977732670.842
855.0,690.0,-3397513611880.846
855.0,705.0,-3381869779656.7026
855.0,720.0,-3366052884123.957
855.0,735.0,-3350069501667.8276
855.0,750.0,-3333926134829.082
855.0,765.0,-3317629210349.0356
855.0,780.0,-3301185077384.691
855.0,795.0,-3284600005847.751
855.0,810.0,-3267880184903.1465
855.0,825.0,-3251031721582.5605
855.0,840.0,-3234060639542.233
855.0,855.0,-3216972877925.341
855.0,870.0,-3199774290350.9253
855.0,885.0,-3182470644016.7114
855.0,900.0,-3165067618899.3706
855.0,915.0,-3147570807067.1885
855.0,930.0,-3129985712078.558
855.0,945.0,-3112317748491.0737
855.0,960.0,-3094572241440.174
855.0,975.0,-3076754426315.4023
855.0,990.0,-3058869448519.154
870.0,0.0,-4103042365466.219
870.0,15.0,-4102802907552.5596
870.0,30.0,-4102085144389.65
870.0,45.0,-4100890648727.227
870.0,60.0,-4099221714912.7725
870.0,75.0,-4097081238951.8594
870.0,90.0,-4094472636725.419
870.0,105.0,-4091399781534.455
870.0,120.0,-4087866953559.5303
870.0,135.0,-4083878797457.3545
870.0,150.0,-4079440285887.236
870.0,165.0,-4074556687571.0205
870.0,180.0,-4069233538920.7437
870.0,195.0,-4063476618599.459
870.0,210.0,-4057291924465.777
870.0,225.0,-4050685652576.175
870.0,240.0,-4043664177937.185
870.0,255.0,-4036234036746.663
870.0,270.0,-4028401909997.323
870.0,285.0,-4020174608243.4717
870.0,300.0,-4011559057418.936
870.0,315.0,-4002562285607.4546
870.0,330.0,-3993191410666.5938
870.0,345.0,-3983453628634.696
870.0,360.0,-3973356202850.341
870.0,375.0,-3962906453725.2656
870.0,390.0,-3952111749138.187
870.0,405.0,-3940979495368.566
870.0,420.0,-3929517128570.1826
870.0,435.0,-3917732106725.0522
870.0,450.0,-3905631902059.611
870.0,465.0,-3893223993876.3013
870.0,480.0,-3880515861801.2354
870.0,495.0,-3867514979400.0396
870.0,510.0,-3854228808161.192
870.0,525.0,-3840664791803.1685
870.0,540.0,-3826830350918.5547
870.0,555.0,-3812732877906.016
870.0,570.0,-3798379732203.8887
870.0,585.0,-3783778235782.802
870.0,600.0,-3768935668916.1655
870.0,615.0,-3753859266189.0786
870.0,630.0,-3738556212735.507
870.0,645.0,-3723033640728.416
870.0,660.0,-3707298626053.607
870.0,675.0,-3691358185210.745
870.0,690.0,-3675219272407.299
870.0,705.0,-3658888776835.787
870.0,720.0,-3642373520138.5356
870.0,735.0,-3625680254039.058
870.0,750.0,-3608815658140.9463
870.0,765.0,-3591786337886.8296
870.0,780.0,-3574598822672.3687
870.0,795.0,-3557259564086.651
870.0,810.0,-3539774934325.36
870.0,825.0,-3522151224701.7266
870.0,840.0,-3504394644313.68
870.0,855.0,-3486511318811.3564
870.0,870.0,-3468507289302.2456
870.0,885.0,-3450388511350.096
870.0,900.0,-3432160854097.943
870.0,915.0,-3413830099474.846
870.0,930.0,-3395401941528.542
870.0,945.0,-3376881985826.9272
870.0,960.0,-3358275748960.2837
870.0,975.0,-3339588658132.6533
870.0,990.0,-3320826050834.8
885.0,0.0,-4413177964008.509
885.0,15.0,-4412930175799.114
885.0,30.0,-4412187424118.003
885.0,45.0,-4410951288812.858
885.0,60.0,-4409224076060.517
885.0,75.0,-4407008698412.933
885.0,90.0,-4404308593005.789
885.0,105.0,-4401127659086.865
885.0,120.0,-4397470207459.7466
885.0,135.0,-4393340918059.8677
885.0,150.0,-4388744803447.3594
885.0,165.0,-4383687176850.003
885.0,180.0,-4378173623754.7773
885.0,195.0,-4372209976436.7754
885.0,210.0,-4365802290862.2334
885.0,225.0,-4358956825661.65
885.0,240.0,-4351680022818.0366
885.0,255.0,-4343978489886.4756
885.0,270.0,-4335858983536.77
885.0,285.0,-4327328394267.0195
885.0,300.0,-4318393732166.8096
885.0,315.0,-4309062113641.329
885.0,330.0,-4299340748966.64
885.0,345.0,-4289236930634.214
885.0,360.0,-4278758022412.326
885.0,375.0,-4267911449050.0347
885.0,390.0,-4256704686597.3076
885.0,405.0,-4245145253277.8457
885.0,420.0,-4233240700878.949
885.0,435.0,-4220998606645.253
885.0,450.0,-4208426565600.971
885.0,465.0,-4195532183313.6914
885.0,480.0,-4182323069064.081
885.0,495.0,-4168806829374.5767
885.0,510.0,-4154991061907.7163
885.0,525.0,-4140883349702.0435
885.0,540.0,-4126491255712.534
885.0,555.0,-4111822317672.037
885.0,570.0,-4096884043222.392
885.0,585.0,-4081683905336.28
885.0,600.0,-4066229337983.4966
885.0,615.0,-4050527732048.7793
885.0,630.0,-4034586431493.618
885.0,645.0,-4018412729735.1646
885.0,660.0,-4002013866244.322
885.0,675.0,-3985397023346.427
885.0,690.0,-3968569323220.384
885.0,705.0,-3951537825090.4775
885.0,720.0,-3934309522589.4346
885.0,735.0,-3916891341303.8735
885.0,750.0,-3899290136479.7783
885.0,765.0,-3881512690884.4697
885.0,780.0,-3863565712825.3955
885.0,795.0,-3845455834311.2974
885.0,810.0,-3827189609360.5356
885.0,825.0,-3808773512426.3413
885.0,840.0,-3790213936966.9233
885.0,855.0,-3771517194137.8345
885.0,870.0,-3752689511586.362
885.0,885.0,-3733737032379.219
885.0,900.0,-3714665814025.9385
885.0,915.0,-3695481827613.444
885.0,930.0,-3676190957027.0137
885.0,945.0,-3656798998293.8164
885.0,960.0,-3637311658978.784
885.0,975.0,-3617734557711.7456
885.0,990.0,-3598073223763.4395
900.0,0.0,-4739836840165.156
900.0,15.0,-4739580579255.223
900.0,30.0,-4738812411801.765
900.0,45.0,-4737533924631.187
900.0,60.0,-4735747435549.847
900.0,75.0,-4733455873379.764
900.0,90.0,-4730662696156.21
900.0,105.0,-4727371828640.743
900.0,120.0,-4723587611753.248
900.0,135.0,-4719314760114.053
900.0,150.0,-4714558325532.888
900.0,165.0,-4709323665006.309
900.0,180.0,-4703616412297.763
900.0,195.0,-4697442452412.512
900.0,210.0,-4690807898490.658
900.0,225.0,-4683719070721.783
900.0,240.0,-4676182476999.474
900.0,255.0,-4668204795103.572
900.0,270.0,-4659792856179.58
900.0,285.0,-4650953629421.732
900.0,300.0,-4641694207777.6875
900.0,315.0,-4632021794615.045
900.0,330.0,-4621943691217.961
900.0,345.0,-4611467285083.659
900.0,360.0,-4600600038913.806
900.0,375.0,-4589349480261.338
900.0,390.0,-4577723191776.12
900.0,405.0,-4565728802016.965
900.0,420.0,-4553373976776.136
900.0,435.0,-4540666410886.204
900.0,450.0,-4527613820488.145
900.0,465.0,-4514223935709.704
900.0,480.0,-4500504493755.099
900.0,495.0,-4486463232365.533
900.0,510.0,-4472107883633.658
900.0,525.0,-4457446168155.852
900.0,540.0,-4442485789495.032
900.0,555.0,-4427234428956.532
900.0,570.0,-4411699740639.343
900.0,585.0,-4395889346764.4688
900.0,600.0,-4379810833259.035
900.0,615.0,-4363471745597.454
900.0,630.0,-4346879584854.8223
900.0,645.0,-4330041804017.0693
900.0,660.0,-4312965804479.0127
900.0,675.0,-4295658932763.0615
900.0,690.0,-4278128477420.915
900.0,705.0,-4260381666144.052
900.0,720.0,-4242425663032.3037
900.0,735.0,-4224267566051.5303
900.0,750.0,-4205914404644.422
900.0,765.0,-4187373137508.4795
900.0,780.0,-4168650650524.833
900.0,795.0,-4149753754825.323
900.0,810.0,-4130689185012.92
900.0,825.0,-4111463597501.6973
900.0,840.0,-4092083568997.9883
900.0,855.0,-4072555595099.0137
900.0,870.0,-4052886089009.211
900.0,885.0,-4033081380372.339
900.0,900.0,-4013147714215.172
900.0,915.0,-3993091249992.9336
900.0,930.0,-3972918060732.5615
900.0,945.0,-3952634132281.0693
900.0,960.0,-3932245362633.3203
900.0,975.0,-3911757561364.0283
900.0,990.0,-3891176449131.034
915.0,0.0,-5083593454328.073
915.0,15.0,-5083328578313.171
915.0,30.0,-5082534567833.055
915.0,45.0,-5081213016580.091
915.0,60.0,-5079366253797.827
915.0,75.0,-5076997224312.187
915.0,90.0,-5074109406709.668
915.0,105.0,-5070706750850.305
915.0,120.0,-5066793627272.968
915.0,135.0,-5062374784722.836
915.0,150.0,-5057455313616.113
915.0,165.0,-5052040614010.914
915.0,180.0,-5046136367166.549
915.0,195.0,-5039748509979.963
915.0,210.0,-5032883211843.38
915.0,225.0,-5025546853532.319
915.0,240.0,-5017746007814.214
915.0,255.0,-5009487421586.966
915.0,270.0,-5000777999326.867
915.0,285.0,-4991624787703.038
915.0,300.0,-4982034961254.696
915.0,315.0,-4972015808990.734
915.0,330.0,-4961574721847.738
915.0,345.0,-4950719180912.325
915.0,360.0,-4939456746365.853
915.0,375.0,-4927795047067.274
915.0,390.0,-4915741770739.719
915.0,405.0,-4903304654711.41
915.0,420.0,-4890491477179.26
915.0,435.0,-4877310048948.16
915.0,450.0,-4863768205619.302
915.0,465.0,-4849873800211.152
915.0,480.0,-4835634696166.469
915.0,495.0,-4821058760742.197
915.0,510.0,-4806153858743.318
915.0,525.0,-4790927846602.923
915.0,540.0,-4775388566762.971
915.0,555.0,-4759543842373.833
915.0,570.0,-4743401472260.948
915.0,585.0,-4726969226171.44
915.0,600.0,-4710254840281.397
915.0,615.0,-4693266012940.775
915.0,630.0,-4676010400662.108
915.0,645.0,-4658495614326.745
915.0,660.0,-4640729215605.612
915.0,675.0,-4622718713593.626
915.0,690.0,-4604471561626.646
915.0,705.0,-4585995154294.577
915.0,720.0,-4567296824637.395
915.0,735.0,-4548383841505.18
915.0,750.0,-4529263407086.423
915.0,765.0,-4509942654602.559
915.0,780.0,-4490428646139.322
915.0,795.0,-4470728370637.502
915.0,810.0,-4450848742024.411
915.0,825.0,-4430796597465.282
915.0,840.0,-4410578695754.885
915.0,855.0,-4390201715843.8965
915.0,870.0,-4369672255452.3213
915.0,885.0,-4348996829837.0674
915.0,900.0,-4328181870633.372
915.0,915.0,-4307233724826.6025
915.0,930.0,-4286158653817.8
915.0,945.0,-4264962832579.0625
915.0,960.0,-4243652348908.419
915.0,975.0,-4222233202777.711
915.0,990.0,-4200711305762.6953
930.0,0.0,-5445032395559.462
930.0,15.0,-5444758762035.623
930.0,30.0,-5443938481278.695
930.0,45.0,-5442573153734.51
930.0,60.0,-5440665119900.472
930.0,75.0,-5438217340338.527
930.0,90.0,-5435233313866.389
930.0,105.0,-5431717015029.506
930.0,120.0,-5427672843508.599
930.0,135.0,-5423105581627.213
930.0,150.0,-5418020357789.752
930.0,165.0,-5412422614431.829
930.0,180.0,-5406318079549.926
930.0,195.0,-5399712741113.722
930.0,210.0,-5392612823888.144
930.0,225.0,-5385024768282.533
930.0,240.0,-5376955210931.742
930.0,255.0,-5368410966789.705
930.0,270.0,-5359399012530.712
930.0,285.0,-5349926471130.727
930.0,300.0,-5340000597486.662
930.0,315.0,-5329628764970.896
930.0,330.0,-5318818452839.933
930.0,345.0,-5307577234398.716
930.0,360.0,-5295912765895.637
930.0,375.0,-5283832776039.1045
930.0,390.0,-5271345056133.745
930.0,405.0,-5258457450752.47
930.0,420.0,-5245177848938.568
930.0,435.0,-5231514175881.118
930.0,450.0,-5217474385035.653
930.0,465.0,-5203066450676.039
930.0,480.0,-5188298360834.159
930.0,495.0,-5173178110609.666
930.0,510.0,-5157713695842.467
930.0,525.0,-5141913107111.065
930.0,540.0,-5125784324039.162
930.0,555.0,-5109335309921.43
930.0,570.0,-5092574006606.64
930.0,585.0,-5075508329674.1455
930.0,600.0,-5058146163851.112
930.0,615.0,-5040495358689.54
930.0,630.0,-5022563724460.968
930.0,645.0,-5004359028291.107
930.0,660.0,-4985888990494.079
930.0,675.0,-4967161281121.899
930.0,690.0,-4948183516700.932
930.0,705.0,-4928963257165.629
930.0,720.0,-4909508002963.254
930.0,735.0,-4889825192328.967
930.0,750.0,-4869922198741.927
930.0,765.0,-4849806328520.073
930.0,780.0,-4829484818580.822
930.0,795.0,-4808964834341.12
930.0,810.0,-4788253467759.259
930.0,825.0,-4767357735515.696
930.0,840.0,-4746284577316.782
930.0,855.0,-4725040854326.769
930.0,870.0,-4703633347716.018
930.0,885.0,-4682068757336.926
930.0,900.0,-4660353700482.294
930.0,915.0,-4638494710783.017
930.0,930.0,-4616498237181.844
930.0,945.0,-4594370643024.239
930.0,960.0,-4572118205223.743
930.0,975.0,-4549747113536.891
930.0,990.0,-4527263469907.567
945.0,0.0,-5824748381595.318
945.0,15.0,-5824465848157.383
945.0,30.0,-5823618869872.189
945.0,45.0,-5822209053835.66
945.0,60.0,-5820238751610.133
945.0,75.0,-5817710939256.264
945.0,90.0,-5814629135485.779
945.0,105.0,-5810997339146.578
945.0,120.0,-5806819978596.8125
945.0,135.0,-5802101869205.527
945.0,150.0,-5796848176767.635
945.0,165.0,-5791064385434.164
945.0,180.0,-5784756269203.955
945.0,195.0,-5777929866324.416
945.0,210.0,-5770591456076.732
945.0,225.0,-5762747537587.412
945.0,240.0,-5754404810383.131
945.0,255.0,-5745570156431.98
945.0,270.0,-5736250623524.922
945.0,285.0,-5726453409793.012
945.0,300.0,-5716185849299.535
945.0,315.0,-5705455398537.559
945.0,330.0,-5694269623786.24
945.0,345.0,-5682636189241.762
945.0,360.0,-5670562845835.053
945.0,375.0,-5658057420711.318
945.0,390.0,-5645127807301.096
945.0,405.0,-5631781955932.094
945.0,420.0,-5618027864979.412
945.0,435.0,-5603873572465.877
945.0,450.0,-5589327148126.232
945.0,465.0,-5574396685899.168
945.0,480.0,-5559090296779.018
945.0,495.0,-5543416102084.568
945.0,510.0,-5527382227037.51
945.0,525.0,-5510996794704.107
945.0,540.0,-5494267920224.234
945.0,555.0,-5477203705362.99
945.0,570.0,-5459812233320.986
945.0,585.0,-5442101563834.857
945.0,600.0,-5424079728517.291
945.0,615.0,-5405754726456.369
945.0,630.0,-5387134520036.682
945.0,645.0,-5368227030986.852
945.0,660.0,-5349040136640.316
945.0,675.0,-5329581666405.994
945.0,690.0,-5309859398421.771
945.0,705.0,-5289881056406.314
945.0,720.0,-5269654306682.307
945.0,735.0,-5249186755382.143
945.0,750.0,-5228485945801.512
945.0,765.0,-5207559355930.893
945.0,780.0,-5186414396126.656
945.0,795.0,-5165058406930.525
945.0,810.0,-5143498657031.965
945.0,825.0,-5121742341365.537
945.0,840.0,-5099796579335.997
945.0,855.0,-5077668413160.994
945.0,870.0,-5055364806359.989
945.0,885.0,-5032892642321.736
945.0,900.0,-5010258723007.437
945.0,915.0,-4987469767754.238
945.0,930.0,-4964532412181.472
945.0,945.0,-4941453207193.5625
945.0,960.0,-4918238618076.756
945.0,975.0,-4894895023689.582
945.0,990.0,-4871428715741.842
960.0,0.0,-6223346258841.956
960.0,15.0,-6223054683083.749
960.0,30.0,-6222180580025.143
960.0,45.0,-6220725563295.718
960.0,60.0,-6218691995364.019
960.0,75.0,-6216082867530.233
960.0,90.0,-6212901718097.463
960.0,105.0,-6209152569833.64
960.0,120.0,-6204839879326.608
960.0,135.0,-6199968494480.14
960.0,150.0,-6194543617893.404
960.0,165.0,-6188570774786.377
960.0,180.0,-6182055784458.301
960.0,195.0,-6175004734663.415
960.0,210.0,-6167423958362.264
960.0,225.0,-6159320012513.785
960.0,240.0,-6150699658579.321
960.0,255.0,-6141569844546.973
960.0,270.0,-6131937688256.395
960.0,285.0,-6121810461888.154
960.0,300.0,-6111195577505.432
960.0,315.0,-6100100573514.426
960.0,330.0,-6088533101965.156
960.0,345.0,-6076500916640.651
960.0,360.0,-6064011861812.694
960.0,375.0,-6051073861686.544
960.0,390.0,-6037694910397.142
960.0,405.0,-6023883062583.916
960.0,420.0,-6009646424461.858
960.0,435.0,-5994993145380.968
960.0,450.0,-5979931409824.646
960.0,465.0,-5964469429818.703
960.0,480.0,-5948615437753.643
960.0,495.0,-5932377679556.268
960.0,510.0,-5915764408223.857
960.0,525.0,-5898783877679.814
960.0,540.0,-5881444336943.696
960.0,555.0,-5863754024609.12
960.0,570.0,-5845721163582.725
960.0,585.0,-5827353956107.881
960.0,600.0,-5808660579044.259
960.0,615.0,-5789649179370.827
960.0,630.0,-5770327869954.1
960.0,645.0,-5750704725503.816
960.0,660.0,-5730787778767.46
960.0,675.0,-5710585016920.521
960.0,690.0,-5690104378135.999
960.0,705.0,-5669353748370.938
960.0,720.0,-5648340958303.067
960.0,735.0,-5627073780455.8125
960.0,750.0,-5605559926479.663
960.0,765.0,-5583807044604.227
960.0,780.0,-5561822717221.616
960.0,795.0,-5539614458640.78
960.0,810.0,-5517189712959.589
960.0,825.0,-5494555852089.589
960.0,840.0,-5471720173895.459
960.0,855.0,-5448689900476.303
960.0,870.0,-5425472176548.729
960.0,885.0,-5402074067961.029
960.0,900.0,-5378502560313.221
960.0,915.0,-5354764557672.837
